token,count
tes,9237936.0
IV.,9228225.0
chefs,9227665.0
difficultés,9211578.0
employé,9189785.0
rang,9186700.0
littérature,9180885.0
côtés,9179836.0
écoles,9176675.0
riche,9170190.0
lutte,9166414.0
bouche,9162314.0
perte,9160371.0
34,9146928.0
Université,9145442.0
53,9139362.0
d'eux,9139254.0
Joseph,9127491.0
at,9121266.0
da,9118486.0
maîtres,9117989.0
cum,9110467.0
Ah,9107556.0
pleine,9104065.0
inférieure,9094861.0
devenir,9092745.0
foule,9088580.0
jeu,9087326.0
continue,9084786.0
l'exécution,9083689.0
importante,9078767.0
possession,9058205.0
semblable,9043301.0
.),9037957.0
Robert,9034732.0
cru,9023532.0
vouloir,9023492.0
sauf,9020947.0
médecin,9019934.0
derrière,9011939.0
seuls,9010540.0
Oui,8997787.0
pur,8997651.0
49,8997503.0
52,8996992.0
madame,8991274.0
propriétés,8985158.0
Angleterre,8980924.0
palais,8976938.0
toi,8975394.0
sociétés,8974545.0
mourut,8967350.0
l'âme,8966949.0
motifs,8965613.0
douleur,8960726.0
56,8958034.0
limites,8947226.0
présenter,8944279.0
silence,8936278.0
Voyez,8935291.0
relative,8931194.0
ferme,8920932.0
actuellement,8919222.0
joie,8916336.0
N°,8914894.0
58,8900419.0
autrement,8900228.0
ajoute,8900044.0
importance,8878711.0
probablement,8871391.0
constitue,8870565.0
suivantes,8869304.0
entrer,8868741.0
déclaration,8843769.0
besoins,8835989.0
suivi,8829179.0
Madame,8825686.0
envers,8823858.0
bruit,8819928.0
l'âge,8799725.0
placé,8789811.0
profit,8785014.0
rare,8784469.0
signe,8780026.0
exactement,8777288.0
proportion,8776633.0
venu,8763388.0
révolution,8762367.0
in-8°,8760207.0
ci-dessus,8756029.0
obligé,8745031.0
dame,8742882.0
patrie,8723779.0
contact,8717314.0
affaire,8717277.0
maladies,8708102.0
neuf,8707180.0
4°,8705309.0
cellules,8694303.0
l'emploi,8690728.0
durant,8690067.0
total,8677993.0
national,8675631.0
demeure,8668960.0
Die,8667833.0
rapidement,8667728.0
vapeur,8665700.0
salle,8662730.0
danger,8661641.0
âme,8660527.0
perdre,8658240.0
Q,8644945.0
dis,8640869.0
'en,8640299.0
rois,8639604.0
forment,8635629.0
Ibid,8622352.0
possède,8621686.0
col,8621647.0
dite,8618392.0
précédent,8613918.0
pauvres,8613590.0
l'égard,8610917.0
civile,8610115.0
déterminer,8606721.0
liste,8602726.0
monsieur,8602278.0
s'ils,8601776.0
was,8600516.0
auxquels,8594801.0
grandeur,8592770.0
Bulletin,8589878.0
l'industrie,8576312.0
procès,8561003.0
0/0,8560206.0
souvenir,8559131.0
Michel,8557517.0
particulière,8550652.0
l'opinion,8544734.0
auraient,8531788.0
cardinal,8524472.0
65,8513365.0
57,8506470.0
remarquable,8504002.0
qualités,8499947.0
l'effet,8494260.0
appartient,8492669.0
régions,8489106.0
particuliers,8483064.0
sel,8482899.0
S'il,8465163.0
eux-mêmes,8452097.0
amour,8444121.0
Roy,8443856.0
vraiment,8436437.0
capital,8435601.0
l'avait,8435428.0
combat,8430880.0
jaune,8430736.0
from,8423986.0
zu,8423961.0
54,8423890.0
ibid,8423772.0
employés,8418943.0
allait,8415796.0
Dr,8412466.0
devaient,8412125.0
crédit,8405620.0
citoyens,8400812.0
Puis,8400025.0
l'école,8400014.0
relativement,8392075.0
présentent,8382393.0
Etats,8365537.0
sainte,8358593.0
regard,8358042.0
Quelques,8353729.0
culte,8350673.0
l'avenir,8348369.0
traits,8346616.0
pouvons,8345688.0
contrat,8334634.0
courage,8327355.0
étrangères,8324144.0
textes,8319981.0
mélange,8315367.0
l'État,8308923.0
peau,8307768.0
sommet,8295740.0
consiste,8292812.0
physique,8288964.0
néanmoins,8287326.0
représentant,8284053.0
Ch,8278255.0
certainement,8272796.0
Bordeaux,8269996.0
Messieurs,8269691.0
Bien,8254740.0
classes,8254693.0
fruits,8252108.0
Compagnie,8251455.0
Mémoires,8247552.0
Code,8243608.0
pouvaient,8242425.0
esprits,8234283.0
sentiments,8231573.0
are,8217813.0
lo,8213160.0
belles,8213026.0
convient,8212211.0
trente,8210982.0
Comité,8203006.0
marine,8198557.0
remarque,8190569.0
bonnes,8185251.0
changement,8184173.0
Lettre,8183807.0
quelconque,8183351.0
devenu,8173280.0
suivants,8161269.0
vite,8155964.0
filles,8154731.0
contenant,8153259.0
p.,8146925.0
établir,8144996.0
protection,8144869.0
groupes,8144463.0
familles,8143120.0
noble,8133698.0
rapide,8131650.0
l'enfant,8123464.0
offre,8118820.0
Italie,8110644.0
marquis,8109349.0
notes,8103997.0
répondre,8093826.0
al,8091851.0
w,8087235.0
ancienne,8082410.0
repos,8065303.0
publication,8062430.0
gr,8062081.0
Berlin,8061492.0
opinion,8056154.0
vaisseaux,8051593.0
renseignements,8047660.0
vitesse,8044978.0
provinces,8044380.0
cuivre,8044118.0
êtes,8040207.0
canal,8040098.0
relation,8031575.0
évidemment,8028694.0
soins,8020219.0
cit.,8004275.0
spéciale,7993005.0
description,7988110.0
récit,7985779.0
coups,7985278.0
Seine,7981339.0
Lettres,7978920.0
respect,7978635.0
marchandises,7975278.0
taille,7973636.0
instant,7970653.0
éd,7966206.0
élèves,7963313.0
race,7958690.0
jeunesse,7947674.0
sûr,7945143.0
Napoléon,7938549.0
59,7937213.0
couche,7935230.0
majorité,7928263.0
retraite,7926858.0
autrefois,7912818.0
digne,7908474.0
ressources,7904381.0
arriver,7903125.0
trouva,7902599.0
ministres,7897328.0
l'exercice,7889006.0
rivière,7886750.0
influence,7880577.0
modèle,7879998.0
beauté,7879466.0
accord,7874492.0
front,7857948.0
délai,7853843.0
nul,7837098.0
ll,7834544.0
chevalier,7826601.0
due,7823871.0
Majesté,7822364.0
Vienne,7818765.0
présenté,7810933.0
budget,7807985.0
semblables,7807234.0
collection,7805275.0
principales,7800359.0
which,7799677.0
exemples,7799039.0
montagnes,7798989.0
figures,7797305.0
détail,7794566.0
structure,7794156.0
dessus,7790449.0
religieuse,7785319.0
juger,7784340.0
grave,7782223.0
longues,7770170.0
D'après,7762858.0
degrés,7758181.0
fon,7750288.0
poste,7741502.0
commis,7739274.0
111,7735238.0
Grand,7734479.0
pure,7731500.0
beaux,7729685.0
compter,7728825.0
XII,7727392.0
£,7726628.0
Allemagne,7722554.0
naturellement,7721325.0
Parlement,7720928.0
avoient,7719411.0
anciennes,7719034.0
humain,7716677.0
cercle,7709956.0
duquel,7708848.0
rares,7707333.0
réduit,7702653.0
bords,7695571.0
l'Angleterre,7692420.0
députés,7687744.0
d'Etat,7687262.0
propose,7683454.0
Leur,7669025.0
catholique,7666902.0
presse,7666161.0
put,7665150.0
littéraire,7663082.0
l'ont,7662790.0
0.,7657384.0
environs,7656690.0
née,7654210.0
chiffre,7652607.0
pourront,7648358.0
latin,7641000.0
maréchal,7630332.0
parents,7629534.0
meilleur,7628186.0
finances,7619605.0
capitale,7615633.0
arrivé,7611149.0
85,7607598.0
auront,7606350.0
précisément,7599929.0
Toutes,7595717.0
poésie,7590294.0
traduction,7589645.0
limite,7589147.0
réaction,7586377.0
donnant,7585662.0
totale,7580126.0
réunion,7579664.0
considérer,7574338.0
conserver,7572922.0
“,7572313.0
secret,7567242.0
charges,7566774.0
aient,7563672.0
vive,7562986.0
arts,7552743.0
reconnu,7552624.0
fortement,7552466.0
centrale,7538860.0
avantages,7533115.0
côte,7532765.0
phénomène,7528003.0
O.,7526921.0
air,7523745.0
Georges,7521434.0
61,7517988.0
couronne,7511057.0
Notre,7510183.0
sortes,7510058.0
princes,7507577.0
faux,7501270.0
vaste,7497561.0
journal,7481429.0
proprement,7476176.0
nations,7475962.0
crime,7474412.0
arbres,7471894.0
mm,7461958.0
voies,7461527.0
égale,7454804.0
fol,7452259.0
l'enseignement,7451086.0
envoyé,7449977.0
l'expérience,7448885.0
défendre,7446532.0
convention,7442663.0
che,7436755.0
règlement,7435727.0
étoient,7428695.0
connaît,7425731.0
froid,7424734.0
événements,7421365.0
absolue,7412420.0
mourir,7410126.0
l'empire,7406217.0
Sous,7404821.0
faudrait,7399757.0
tradition,7393359.0
spécial,7391205.0
im,7388683.0
ordinairement,7386127.0
Jésus,7379022.0
63,7371332.0
admis,7370087.0
organes,7369154.0
profonde,7365484.0
marque,7364307.0
couleurs,7355686.0
ment,7353014.0
colonies,7347586.0
conseils,7346539.0
sud,7346432.0
Genève,7345227.0
Parmi,7334273.0
répondit,7324370.0
l'ouvrage,7321163.0
agents,7317570.0
XIV,7314045.0
l'Église,7309532.0
ordinaires,7309050.0
principalement,7308139.0
occasion,7303703.0
tableaux,7297644.0
baron,7294434.0
complet,7293468.0
rappelle,7291004.0
étendue,7289367.0
gouverneur,7287457.0
fournir,7283162.0
sources,7280673.0
prises,7279902.0
Traité,7278579.0
not,7277205.0
l'est,7275058.0
transport,7274553.0
tombe,7269910.0
},7262697.0
parait,7260850.0
revenu,7251283.0
Thomas,7250533.0
Suisse,7245290.0
pouvant,7245104.0
tort,7244751.0
tome,7244509.0
Bibliothèque,7242675.0
portent,7240717.0
Christ,7240056.0
pierres,7238282.0
difficulté,7229453.0
individus,7228737.0
recours,7223126.0
K.,7221165.0
ça,7215388.0
firent,7209962.0
Pourquoi,7209849.0
change,7208155.0
journée,7205180.0
rester,7203600.0
juges,7194201.0
quatrième,7182613.0
personnages,7176702.0
Marseille,7174072.0
pi,7168163.0
peur,7167982.0
devint,7163745.0
André,7163582.0
l'ancien,7163108.0
mines,7156643.0
communauté,7149420.0
Idem,7148169.0
mauvaise,7146297.0
correspondant,7143687.0
suiv.,7141754.0
actuelle,7138604.0
ceux-ci,7137144.0
clair,7135949.0
blanche,7133128.0
crainte,7132692.0
croix,7123249.0
curé,7118109.0
faculté,7115914.0
actuel,7108406.0
écrits,7107336.0
auxquelles,7105910.0
interne,7105042.0
assurer,7097004.0
qu'après,7095332.0
66,7090382.0
Révolution,7083155.0
technique,7077596.0
pourraient,7074273.0
sensible,7067703.0
morts,7063357.0
Congrès,7057926.0
verre,7053744.0
pont,7051127.0
veuve,7050860.0
lait,7050746.0
don,7047285.0
maximum,7043854.0
j'en,7036369.0
2e,7035151.0
ch,7034756.0
montré,7033163.0
comité,7030115.0
Eh,7025752.0
visage,7020261.0
l'acte,7018521.0
établissements,7009328.0
cadre,7002375.0
fabrication,7002111.0
conseiller,7001134.0
pain,6999727.0
roman,6999491.0
l'argent,6994551.0
désormais,6994247.0
branches,6988210.0
passant,6975713.0
64,6972903.0
rayons,6959466.0
revient,6957046.0
conclusions,6954428.0
Anglais,6952838.0
nulle,6948541.0
nécessairement,6945050.0
successivement,6937436.0
volumes,6930331.0
taux,6927661.0
connue,6921436.0
traités,6921414.0
sinon,6916087.0
n'avons,6912655.0
Aux,6910079.0
succession,6906726.0
contrôle,6906170.0
malheureux,6900033.0
tems,6877793.0
modernes,6874681.0
générales,6874274.0
sœur,6874030.0
conséquences,6869562.0
distinction,6864320.0
Van,6861091.0
demandé,6859338.0
vivant,6853930.0
étranger,6851766.0
l'ennemi,6850596.0
68,6849179.0
spécialement,6848932.0
Léon,6848056.0
vais,6843244.0
découverte,6832364.0
K,6829325.0
autorité,6829240.0
vois,6827688.0
relatives,6825649.0
portion,6822404.0
matériel,6821207.0
72,6820641.0
los,6818091.0
semblent,6817812.0
l'expression,6817403.0
tellement,6815682.0
l'espace,6805139.0
Ville,6802569.0
servi,6800987.0
62,6800209.0
n'avaient,6799816.0
67,6796560.0
déclare,6794432.0
commandant,6793694.0
savant,6780424.0
prêtre,6779623.0
paraissent,6776672.0
so,6776268.0
montant,6767239.0
tube,6762580.0
fil,6748366.0
ouvert,6745462.0
diamètre,6743703.0
ladite,6737661.0
Chine,6736056.0
grains,6733558.0
XIII,6729820.0
1900,6729369.0
81,6728219.0
d'entre,6719183.0
application,6717761.0
éviter,6708994.0
l'application,6704432.0
Vu,6704183.0
erreur,6702492.0
77,6696089.0
principale,6695453.0
L'auteur,6695018.0
publiques,6694905.0
attention,6682506.0
constater,6679509.0
dépôt,6679046.0
l'Allemagne,6674837.0
Ministre,6672814.0
Prince,6670407.0
Romains,6670387.0
populaire,6666456.0
largeur,6665072.0
pouvoirs,6663326.0
armées,6663245.0
décrit,6662807.0
précédente,6662033.0
inférieur,6653395.0
maintenir,6653055.0
murs,6651876.0
doux,6649156.0
soi,6644593.0
Jules,6644349.0
ii,6643232.0
Toutefois,6642316.0
appartenant,6640887.0
problèmes,6638711.0
camp,6633958.0
Bernard,6630463.0
n’est,6623821.0
pro,6620829.0
précieux,6616393.0
renferme,6616334.0
l'importance,6616100.0
300,6611747.0
noire,6610530.0
partage,6608558.0
ا,6607737.0
devons,6599882.0
n'étaient,6597885.0
Sud,6596685.0
chrétiens,6592361.0
cinquante,6589343.0
Toulouse,6586568.0
tribunaux,6581518.0
rappeler,6577027.0
l'ai,6575314.0
origine,6574055.0
séjour,6571951.0
Id,6566369.0
états,6563513.0
vallée,6562681.0
l'Assemblée,6561677.0
fixe,6556947.0
qu’on,6554779.0
revenir,6549570.0
capable,6548350.0
riches,6544831.0
Convention,6543897.0
mention,6543612.0
nettement,6540526.0
maire,6531703.0
régiment,6528074.0
c’est,6525789.0
rendus,6523343.0
acquis,6518288.0
Europe,6515756.0
Claude,6515561.0
vieille,6515148.0
69,6513248.0
95,6511722.0
uniquement,6506519.0
St,6504674.0
victoire,6502200.0
73,6501861.0
provenant,6500321.0
talent,6497815.0
plante,6495952.0
Martin,6494856.0
minutes,6494009.0
clergé,6492535.0
·,6490008.0
machine,6488487.0
peintre,6488143.0
chrétienne,6478814.0
zone,6478671.0
navires,6476173.0
permettre,6474576.0
sucre,6469197.0
demi,6462207.0
historiques,6461175.0
évêque,6452356.0
couches,6449862.0
trait,6448151.0
voulut,6446832.0
portes,6443795.0
{,6442608.0
comptes,6442118.0
retrouve,6440452.0
chiffres,6438894.0
favorable,6438554.0
Rouen,6435347.0
j'avais,6435241.0
prêtres,6430943.0
venons,6430156.0
reconnaissance,6426189.0
royal,6424958.0
l'organisation,6420969.0
curieux,6410364.0
visite,6408359.0
l'être,6407458.0
salut,6407087.0
soutenir,6406880.0
150,6405015.0
conformément,6401064.0
os,6400244.0
conservé,6400051.0
passion,6399265.0
reçoit,6399041.0
ajouter,6392933.0
l'attention,6389420.0
76,6381764.0
scientifique,6368389.0
légèrement,6366453.0
XI,6360355.0
das,6357349.0
souverain,6354129.0
carte,6352176.0
l'établissement,6350081.0
pointe,6345087.0
places,6337194.0
vraie,6335055.0
faisaient,6330335.0
représentation,6329926.0
vigueur,6326244.0
tomber,6325724.0
au-dessous,6325284.0
peinture,6323618.0
devrait,6319200.0
nouvel,6314341.0
religieuses,6312100.0
projets,6310721.0
î,6301048.0
Nicolas,6299504.0
procédés,6297446.0
tissu,6295561.0
international,6294528.0
regarde,6291193.0
Père,6289271.0
inutile,6288142.0
Soc.,6286891.0
apparaît,6286259.0
devra,6286055.0
expérience,6284169.0
entreprises,6282280.0
paraître,6280713.0
remplir,6278000.0
législation,6274186.0
répond,6271529.0
arrière,6269171.0
responsabilité,6267464.0
institutions,6266965.0
re,6266791.0
Prix,6258266.0
appel,6257971.0
alla,6257098.0
n'ayant,6247522.0
this,6244065.0
78,6238308.0
temple,6228491.0
programme,6224576.0
héros,6222931.0
rapporte,6221864.0
honneur,6215561.0
Votre,6212136.0
120,6210435.0
cherche,6207286.0
nu,6206628.0
allemand,6205420.0
con,6198848.0
centimètres,6188747.0
quelques-uns,6185327.0
lieutenant,6181310.0
relatif,6177879.0
vues,6177605.0
montagne,6175153.0
chapelle,6167813.0
dem,6163575.0
Rien,6155089.0
manuscrit,6151733.0
fête,6148377.0
l'avons,6145037.0
françaises,6140958.0
'',6134312.0
dieux,6133615.0
courbe,6131720.0
considéré,6119302.0
vel,6117996.0
dé,6117944.0
l'examen,6116175.0
graves,6115811.0
intéressant,6114866.0
Antoine,6109611.0
élevée,6103403.0
libres,6103388.0
opération,6100230.0
activité,6099580.0
&c,6095721.0
attendre,6095489.0
Fr,6095299.0
quels,6095005.0
citer,6091890.0
Archives,6090257.0
his,6089513.0
acide,6086727.0
russe,6086563.0
destinée,6086030.0
extrêmement,6084950.0
tenant,6083412.0
existence,6079513.0
revenus,6079512.0
comparaison,6072536.0
83,6066200.0
Chaque,6064619.0
adopté,6057135.0
qu,6051216.0
exclusivement,6049133.0
États,6048295.0
noblesse,6046690.0
l'étranger,6046415.0
troubles,6043402.0
personnage,6042555.0
canton,6036156.0
ist,6021935.0
Musée,6021480.0
fruit,6019160.0
ledit,6015931.0
l'ancienne,6013288.0
quelles,6013287.0
91,6013186.0
citoyen,6013083.0
romaine,6010715.0
ab,5998505.0
viens,5996982.0
ressort,5996447.0
extraordinaire,5995605.0
prouve,5995529.0
récemment,5993802.0
plans,5985932.0
malheur,5985704.0
l'absence,5983811.0
machines,5983636.0
prison,5979815.0
donnait,5977993.0
semblait,5969818.0
arrêt,5962278.0
circulation,5959955.0
paroisse,5959163.0
'étaient,5958528.0
civilisation,5958305.0
terrains,5956265.0
Quel,5956103.0
motif,5952648.0
l'entrée,5952200.0
vide,5947169.0
tôt,5939264.0
rendit,5938450.0
navire,5936994.0
église,5936692.0
conclusion,5931222.0
in-8,5930623.0
déterminé,5926919.0
Faculté,5924717.0
Avant,5923897.0
3o,5922734.0
indique,5920185.0
87,5915297.0
89,5914260.0
fournit,5913695.0
coupe,5908015.0
observer,5905446.0
79,5900796.0
substances,5897737.0
l'Institut,5896723.0
signes,5895908.0
placer,5891876.0
distribution,5885775.0
l'instruction,5883362.0
Ma,5880232.0
égal,5879755.0
l'Empire,5876619.0
chaux,5873077.0
fixé,5872499.0
colonne,5867329.0
consommation,5867134.0
journaux,5864506.0
partis,5864343.0
antérieure,5861464.0
normale,5858255.0
soldat,5857358.0
Grecs,5857131.0
propriétaires,5853377.0
commencé,5851217.0
probable,5850247.0
changer,5849547.0
écrire,5848495.0
fes,5845641.0
portrait,5841294.0
auparavant,5839329.0
Rapport,5838717.0
allons,5837567.0
réellement,5835233.0
о,5834880.0
parfaite,5832057.0
liv.,5831361.0
purement,5828035.0
W,5826676.0
distinguer,5826031.0
vaut,5825709.0
chargés,5821567.0
considérables,5819934.0
circonstance,5819118.0
directe,5818986.0
voyant,5816078.0
disant,5814794.0
nomme,5810442.0
importantes,5810332.0
dents,5808565.0
86,5808369.0
conclure,5804539.0
île,5794862.0
82,5790577.0
jardin,5786877.0
constante,5785827.0
'hommes,5784097.0
и,5782819.0
fondée,5782372.0
Quelle,5782316.0
garder,5781833.0
veulent,5781469.0
méthodes,5780693.0
l'œil,5779747.0
CHAPITRE,5775163.0
central,5770826.0
carrière,5769820.0
préfet,5768571.0
1901,5755763.0
quelqu'un,5755535.0
fortes,5754413.0
réduction,5748763.0
numéro,5744807.0
cabinet,5744343.0
longs,5741415.0
langues,5741264.0
l'extrémité,5740901.0
'origine,5738820.0
trône,5738411.0
revue,5737913.0
champs,5737218.0
'ordre,5736267.0
proposé,5735942.0
lorsqu'on,5734183.0
sentir,5733179.0
profession,5732524.0
l'Empereur,5730126.0
réforme,5724360.0
calcul,5724155.0
constamment,5722730.0
exposé,5722004.0
plomb,5719969.0
ouverte,5719033.0
Chez,5717237.0
hasard,5711947.0
considération,5710655.0
bis,5709320.0
eau,5708241.0
voyons,5707740.0
l'espèce,5703002.0
violence,5702495.0
est-il,5702171.0
composée,5696678.0
excès,5694096.0
pareil,5694045.0
vertus,5692129.0
zèle,5680533.0
réel,5678987.0
préparation,5677046.0
solide,5674366.0
obtient,5671016.0
prouver,5669984.0
'honneur,5669741.0
établie,5666497.0
semaine,5664061.0
électrique,5663044.0
sécurité,5660697.0
sortie,5656205.0
témoignage,5655449.0
Maurice,5652555.0
rarement,5650913.0
logique,5649739.0
contenu,5648343.0
formée,5647313.0
Grèce,5645377.0
légère,5645041.0
différences,5644646.0
chute,5643226.0
déc,5635052.0
dois,5634599.0
constituent,5626921.0
réelle,5625515.0
l'île,5625037.0
adj,5623283.0
l'Italie,5622706.0
types,5615456.0
obligations,5612795.0
midi,5612062.0
voisins,5607922.0
essentiellement,5604939.0
veille,5603009.0
EN,5598866.0
d'acide,5597340.0
profondeur,5597007.0
immense,5591872.0
las,5590555.0
qu'avec,5589009.0
Arch,5585721.0
passions,5584376.0
serment,5584369.0
conception,5583145.0
créer,5580975.0
fussent,5579548.0
sent,5577652.0
lecteur,5576943.0
96,5576344.0
chasse,5567082.0
bleu,5565177.0
réunis,5565044.0
71,5563785.0
vert,5560587.0
a-t-il,5560152.0
meilleure,5560004.0
d'Angleterre,5559284.0
quart,5558800.0
mur,5556776.0
Note,5555606.0
À,5554514.0
fondé,5554025.0
suppose,5547920.0
Même,5546952.0
manifeste,5546370.0
catholiques,5545254.0
admettre,5544066.0
l'assemblée,5533264.0
économiques,5532099.0
permettent,5531859.0
témoins,5525978.0
